time_s,visitor_id,map_x,map_y,n_cams,cams
149.2,16,578.5,660.2,1,0;1
149.4,16,579.2,660.2,1,0;1
149.6,16,582.6,660.0,1,0;1
149.8,16,586.7,659.8,1,0;1
150.0,16,587.2,659.7,1,0;1
150.2,16,587.2,659.7,1,0;1
150.4,16,584.6,659.9,1,0;1
150.6,16,582.6,660.0,1,0;1
150.8,16,576.7,660.3,1,0;1
151.0,16,574.9,660.4,1,0;1
151.2,16,574.9,660.4,1,0;1
151.4,16,574.9,660.4,1,0;1
151.6,16,574.9,660.4,1,0;1
151.8,16,574.8,660.4,1,0;1
152.0,16,574.2,660.4,1,0;1
152.2,16,573.2,660.5,1,0;1
152.4,16,573.0,660.5,1,0;1
152.6,16,572.9,660.5,1,0;1
152.8,16,572.9,660.5,1,0;1
153.0,16,572.9,660.5,1,0;1
153.2,16,572.9,660.5,1,0;1
153.4,16,572.8,660.5,1,0;1
153.6,16,572.6,660.5,1,0;1
153.8,16,572.6,660.5,1,0;1
154.0,16,572.6,660.5,1,0;1
154.2,16,572.6,660.5,1,0;1
154.4,16,572.6,660.5,1,0;1
154.6,16,572.6,660.5,1,0;1
154.8,16,572.6,660.5,1,0;1
155.0,16,572.6,660.5,1,0;1
155.2,16,572.6,660.5,1,0;1
155.4,16,572.6,660.5,1,0;1
155.6,16,572.6,660.5,1,0;1
155.8,16,572.6,660.5,1,0;1
156.0,16,572.6,660.5,1,0;1
156.2,16,572.6,660.5,1,0;1
156.4,16,572.2,660.5,1,0;1
156.6,16,572.1,660.5,1,0;1
156.8,16,571.5,660.5,1,0;1
157.0,16,568.8,660.7,1,0;1
157.2,16,568.3,660.7,1,0;1
157.4,16,568.3,660.7,1,0;1
157.6,16,568.3,660.7,1,0;1
157.8,16,568.6,660.7,1,0;1
158.0,16,568.9,660.7,1,0;1
158.2,16,568.9,660.7,1,0;1
158.4,16,568.9,660.7,1,0;1
158.6,16,568.9,660.7,1,0;1
158.8,16,567.2,660.8,1,0;1
159.0,16,565.5,660.9,1,0;1
159.2,16,565.2,660.9,1,0;1
159.4,16,563.1,661.0,1,0;1
159.6,16,559.9,661.1,1,0;1
159.8,16,557.7,661.3,1,0;1
160.0,16,556.7,661.3,1,0;1
160.2,16,553.0,661.5,1,0;1
160.4,16,551.4,661.6,1,0;1
160.6,16,549.4,661.7,1,0;1
160.8,16,548.6,661.7,1,0;1
161.0,16,548.6,661.7,1,0;1
161.2,16,548.6,661.7,1,0;1
161.4,16,545.6,661.9,1,0;1
161.6,16,543.2,662.0,1,0;1
161.8,16,543.1,662.0,1,0;1
162.0,16,543.1,662.0,1,0;1
162.2,16,546.1,661.9,1,0;1
162.4,16,546.3,661.8,1,0;1
162.6,16,546.5,661.8,1,0;1
162.8,16,546.5,661.8,1,0;1
163.0,16,546.5,661.8,1,0;1
163.2,16,546.5,661.8,1,0;1
163.4,16,546.5,661.8,1,0;1
163.6,16,546.5,661.8,1,0;1
163.8,16,546.5,661.8,1,0;1
164.0,16,546.5,661.8,1,0;1
164.2,16,546.4,661.8,1,0;1
164.4,16,546.3,661.8,1,0;1
164.6,16,545.5,661.9,1,0;1
164.8,16,545.5,661.9,1,0;1
165.0,16,545.5,661.9,1,0;1
165.2,16,545.5,661.9,1,0;1
165.4,16,545.5,661.9,1,0;1
165.6,16,545.5,661.9,1,0;1
165.8,16,545.5,661.9,1,0;1
166.0,16,545.5,661.9,1,0;1
166.2,16,545.6,661.9,1,0;1
166.4,16,546.0,661.9,1,0;1
166.6,16,546.1,661.9,1,0;1
166.8,16,546.1,661.9,1,0;1
167.0,16,546.1,661.9,1,0;1
167.2,16,546.1,661.9,1,0;1
167.4,16,545.2,661.9,1,0;1
167.6,16,545.0,661.9,1,0;1
167.8,16,542.7,662.0,1,0;1
168.0,16,538.2,662.3,1,0;1
168.2,16,533.6,662.5,1,0;1
168.4,16,528.7,662.8,1,0;1
168.6,16,525.5,662.9,1,0;1
168.8,16,485.9,667.9,2,0;1
169.0,16,477.1,668.9,2,0;1
169.2,16,487.9,667.2,2,0;1
169.4,16,482.3,668.0,2,0;1
169.6,16,482.4,667.8,2,0;1
169.8,16,480.1,668.2,2,0;1
170.0,16,479.4,668.3,2,0;1
170.2,16,485.3,667.4,2,0;1
170.4,16,482.8,667.8,2,0;1
170.6,16,482.5,667.8,2,0;1
170.8,16,501.0,665.2,2,0;1
171.0,16,492.2,666.6,2,0;1
171.2,16,485.8,667.7,2,0;1
171.4,16,491.8,666.7,2,0;1
171.6,16,496.2,666.0,2,0;1
171.8,16,493.0,666.6,2,0;1
172.0,16,492.8,666.6,2,0;1
172.2,16,492.4,666.7,2,0;1
172.4,16,492.0,666.8,2,0;1
172.6,16,491.8,666.9,2,0;1
172.8,16,491.5,667.0,2,0;1
173.0,16,491.1,667.0,2,0;1
173.2,16,490.7,667.1,2,0;1
173.4,16,490.6,667.2,2,0;1
173.6,16,486.4,667.4,2,0;1
173.8,16,486.0,667.5,2,0;1
174.0,16,485.7,667.6,2,0;1
174.2,16,485.2,667.7,2,0;1
174.4,16,484.8,667.8,2,0;1
174.6,16,484.4,667.9,2,0;1
174.8,16,483.9,668.1,2,0;1
175.0,16,483.5,668.2,2,0;1
175.2,16,483.2,668.3,2,0;1
175.4,16,482.9,668.3,2,0;1
175.6,16,482.5,668.4,2,0;1
175.8,16,482.1,668.5,2,0;1
176.0,16,485.4,668.4,2,0;1
176.2,16,482.7,668.6,2,0;1
176.4,16,480.1,668.8,2,0;1
176.6,16,485.7,668.6,2,0;1
176.8,16,486.5,668.6,2,0;1
177.0,16,486.4,668.6,2,0;1
177.2,16,484.5,668.9,2,0;1
177.4,16,484.3,668.9,2,0;1
177.6,16,483.3,669.1,2,0;1
177.8,16,476.7,669.6,2,0;1
178.0,16,476.9,669.6,2,0;1
178.2,16,475.0,670.9,2,0;1
178.4,16,473.6,672.3,2,0;1
178.6,16,471.8,671.3,2,0;1
178.8,16,470.5,670.9,2,0;1
179.0,16,469.7,670.0,2,0;1
179.2,16,482.7,667.2,2,0;1
179.4,16,488.5,666.0,2,0;1
179.6,16,481.8,666.6,2,0;1
179.8,16,493.5,664.6,1,0;1
180.0,16,492.5,664.6,1,0;1
180.2,16,488.8,664.8,1,0;1
180.4,16,478.5,665.3,1,0;1
180.6,16,477.1,665.4,1,0;1
180.8,16,473.1,665.6,1,0;1
181.0,16,469.9,665.8,1,0;1
181.2,16,468.5,665.9,1,0;1
181.4,16,468.5,665.9,1,0;1
181.6,16,475.8,665.5,1,0;1
181.8,16,475.8,665.5,1,0;1
182.0,16,470.5,665.7,1,0;1
182.2,16,469.8,665.8,1,0;1
182.4,16,469.2,665.8,1,0;1
182.6,16,471.4,665.7,1,0;1
182.8,16,474.3,665.6,1,0;1
183.0,16,474.3,665.6,1,0;1
183.2,16,474.3,665.6,1,0;1
183.4,16,468.2,665.9,1,0;1
183.6,16,468.2,665.9,1,0;1
183.8,16,468.2,665.9,1,0;1
184.0,16,468.2,665.9,1,0;1
184.2,16,468.2,665.9,1,0;1
184.4,16,468.2,665.9,1,0;1
184.6,16,468.2,665.9,1,0;1
184.8,16,468.2,665.9,1,0;1
185.0,16,468.2,665.9,1,0;1
185.2,16,468.2,665.9,1,0;1
185.4,16,464.6,666.0,1,0;1
185.6,16,464.1,666.1,1,0;1
185.8,16,463.2,666.1,1,0;1
186.0,16,462.9,666.1,1,0;1
186.2,16,462.9,666.1,1,0;1
186.4,16,462.9,666.1,1,0;1
186.6,16,462.9,666.1,1,0;1
186.8,16,466.4,666.0,1,0;1
187.0,16,469.1,665.8,1,0;1
187.2,16,469.7,665.8,1,0;1
187.4,16,469.7,665.8,1,0;1
187.6,16,469.7,665.8,1,0;1
187.8,16,466.7,665.9,1,0;1
188.0,16,464.6,666.1,1,0;1
188.2,16,463.8,666.1,1,0;1
188.4,16,463.8,666.1,1,0;1
188.6,16,463.8,666.1,1,0;1
188.8,16,463.8,666.1,1,0;1
189.0,16,463.8,666.1,1,0;1
189.2,16,463.8,666.1,1,0;1
189.4,16,463.8,666.1,1,0;1
189.6,16,463.8,666.1,1,0;1
189.8,16,463.8,666.1,1,0;1
190.0,16,463.8,666.1,1,0;1
190.2,16,463.8,666.1,1,0;1
190.4,16,463.8,666.1,1,0;1
190.6,16,463.8,666.1,1,0;1
190.8,16,463.8,666.1,1,0;1
191.0,16,463.8,666.1,1,0;1
191.2,16,463.8,666.1,1,0;1
191.4,16,463.8,666.1,1,0;1
191.6,16,463.8,666.1,1,0;1
191.8,16,463.8,666.1,1,0;1
192.0,16,463.8,666.1,1,0;1
192.2,16,463.8,666.1,1,0;1
192.4,16,463.8,666.1,1,0;1
192.6,16,463.8,666.1,1,0;1
192.8,16,463.8,666.1,1,0;1
193.0,16,463.8,666.1,1,0;1
193.2,16,463.8,666.1,1,0;1
193.4,16,463.7,666.1,1,0;1
193.6,16,463.5,666.1,1,0;1
193.8,16,461.9,666.2,1,0;1
194.0,16,458.1,666.4,1,0;1
194.2,16,456.4,666.5,1,0;1
194.4,16,456.4,666.5,1,0;1
194.6,16,456.4,666.5,1,0;1
194.8,16,456.4,666.5,1,0;1
195.0,16,456.4,666.5,1,0;1
195.2,16,456.4,666.5,1,0;1
195.4,16,456.4,666.5,1,0;1
195.6,16,456.4,666.5,1,0;1
195.8,16,456.4,666.5,1,0;1
196.0,16,456.4,666.5,1,0;1
196.2,16,456.4,666.5,1,0;1
196.4,16,456.4,666.5,1,0;1
196.6,16,456.4,666.5,1,0;1
196.8,16,456.4,666.5,1,0;1
197.0,16,452.9,666.7,1,0;1
197.2,16,450.0,666.8,1,0;1
197.4,16,449.4,666.8,1,0;1
197.6,16,448.4,666.9,1,0;1
197.8,16,447.9,666.9,1,0;1
198.0,16,447.8,666.9,1,0;1
198.2,16,447.8,666.9,1,0;1
198.4,16,447.7,666.9,1,0;1
198.6,16,447.7,666.9,1,0;1
198.8,16,447.7,666.9,1,0;1
199.0,16,447.7,666.9,1,0;1
199.2,16,447.7,666.9,1,0;1
199.4,16,447.7,666.9,1,0;1
199.6,16,447.7,666.9,1,0;1
199.8,16,447.7,666.9,1,0;1
200.0,16,447.7,666.9,1,0;1
200.2,16,447.7,666.9,1,0;1
200.4,16,447.7,666.9,1,0;1
200.6,16,447.7,666.9,1,0;1
200.8,16,447.7,666.9,1,0;1
201.0,16,447.7,666.9,1,0;1
201.2,16,447.7,666.9,1,0;1
201.4,16,447.7,666.9,1,0;1
201.6,16,447.7,666.9,1,0;1
201.8,16,447.7,666.9,1,0;1
202.0,16,447.7,666.9,1,0;1
202.2,16,447.7,666.9,1,0;1
202.4,16,447.7,666.9,1,0;1
202.6,16,447.7,666.9,1,0;1
202.8,16,447.7,666.9,1,0;1
203.0,16,447.7,666.9,1,0;1
203.2,16,447.7,666.9,1,0;1
203.4,16,447.7,666.9,1,0;1
203.6,16,447.7,666.9,1,0;1
203.8,16,453.3,666.6,1,0;1
204.0,16,453.5,666.6,1,0;1
204.2,16,453.3,666.6,1,0;1
204.4,16,453.2,666.6,1,0;1
204.6,16,453.1,666.6,1,0;1
204.8,16,453.1,666.6,1,0;1
205.0,16,453.1,666.6,1,0;1
205.2,16,453.1,666.6,1,0;1
205.4,16,453.2,666.6,1,0;1
205.6,16,453.5,666.6,1,0;1
205.8,16,453.8,666.6,1,0;1
206.0,16,454.8,666.6,1,0;1
206.2,16,455.9,666.5,1,0;1
206.4,16,456.0,666.5,1,0;1
206.6,16,456.1,666.5,1,0;1
206.8,16,456.1,666.5,1,0;1
207.0,16,451.1,666.7,1,0;1
207.2,16,446.2,667.0,1,0;1
207.4,16,451.3,666.7,1,0;1
207.6,16,456.4,666.5,1,0;1
207.8,16,456.4,666.5,1,0;1
208.0,16,456.4,666.5,1,0;1
208.2,16,456.4,666.5,1,0;1
208.4,16,456.4,666.5,1,0;1
208.6,16,456.4,666.5,1,0;1
208.8,16,456.4,666.5,1,0;1
209.0,16,456.4,666.5,1,0;1
209.2,16,456.4,666.5,1,0;1
209.4,16,456.4,666.5,1,0;1
209.6,16,456.4,666.5,1,0;1
209.8,16,456.4,666.5,1,0;1
210.0,16,456.4,666.5,1,0;1
210.2,16,456.4,666.5,1,0;1
210.4,16,456.4,666.5,1,0;1
210.6,16,456.4,666.5,1,0;1
210.8,16,456.4,666.5,1,0;1
211.0,16,456.4,666.5,1,0;1
211.2,16,456.4,666.5,1,0;1
211.4,16,456.4,666.5,1,0;1
211.6,16,456.4,666.5,1,0;1
211.8,16,456.4,666.5,1,0;1
212.0,16,456.4,666.5,1,0;1
212.2,16,456.4,666.5,1,0;1
212.4,16,456.4,666.5,1,0;1
212.6,16,456.9,666.4,1,0;1
212.8,16,459.9,666.3,1,0;1
213.0,16,459.9,666.3,1,0;1
213.2,16,459.9,666.3,1,0;1
213.4,16,459.9,666.3,1,0;1
213.6,16,459.7,666.3,1,0;1
213.8,16,454.5,666.6,1,0;1
214.0,16,452.9,666.7,1,0;1
214.2,16,452.9,666.7,1,0;1
214.4,16,452.9,666.7,1,0;1
214.6,16,452.9,666.7,1,0;1
214.8,16,452.9,666.7,1,0;1
215.0,16,452.9,666.7,1,0;1
215.2,16,452.9,666.7,1,0;1
215.4,16,452.9,666.7,1,0;1
215.6,16,452.9,666.7,1,0;1
215.8,16,452.9,666.7,1,0;1
216.0,16,455.4,666.5,1,0;1
216.2,16,462.6,666.2,1,0;1
216.4,16,469.5,665.8,1,0;1
216.6,16,472.8,665.6,1,0;1
216.8,16,473.4,665.6,1,0;1
217.0,16,480.0,665.3,1,0;1
217.2,16,480.0,665.3,1,0;1
217.4,16,480.0,665.3,1,0;1
217.6,16,480.0,665.3,1,0;1
217.8,16,472.2,665.7,1,0;1
218.0,16,472.2,665.7,1,0;1
218.2,16,472.2,665.7,1,0;1
218.4,16,474.4,665.5,1,0;1
218.6,16,476.2,665.5,1,0;1
218.8,16,476.2,665.5,1,0;1
219.0,16,475.9,665.5,1,0;1
219.2,16,474.1,665.6,1,0;1
219.4,16,471.9,665.7,1,0;1
219.6,16,463.8,666.1,1,0;1
219.8,16,457.3,666.4,1,0;1
220.0,16,449.2,666.8,1,0;1
220.2,16,446.6,667.0,1,0;1
220.4,16,445.2,667.0,1,0;1
220.6,16,443.8,667.1,1,0;1
220.8,16,443.1,667.2,1,0;1
221.0,16,443.1,667.2,1,0;1
221.2,16,443.1,667.2,1,0;1
221.4,16,443.1,667.2,1,0;1
221.6,16,443.1,667.2,1,0;1
221.8,16,443.4,667.1,1,0;1
222.0,16,443.6,667.1,1,0;1
222.2,16,443.6,667.1,1,0;1
222.4,16,443.6,667.1,1,0;1
222.6,16,443.6,667.1,1,0;1
222.8,16,443.6,667.1,1,0;1
223.0,16,443.6,667.1,1,0;1
223.2,16,443.6,667.1,1,0;1
223.4,16,443.6,667.1,1,0;1
223.6,16,443.6,667.1,1,0;1
223.8,16,443.6,667.1,1,0;1
224.0,16,443.6,667.1,1,0;1
224.2,16,443.6,667.1,1,0;1
224.4,16,443.6,667.1,1,0;1
224.6,16,443.6,667.1,1,0;1
224.8,16,443.6,667.1,1,0;1
225.0,16,443.6,667.1,1,0;1
225.2,16,443.6,667.1,1,0;1
225.4,16,443.6,667.1,1,0;1
225.6,16,443.6,667.1,1,0;1
225.8,16,443.6,667.1,1,0;1
226.0,16,443.6,667.1,1,0;1
226.2,16,443.5,667.1,1,0;1
226.4,16,443.5,667.1,1,0;1
226.6,16,446.7,667.0,1,0;1
226.8,16,448.3,666.9,1,0;1
227.0,16,448.3,666.9,1,0;1
227.2,16,448.3,666.9,1,0;1
227.4,16,447.9,666.9,1,0;1
227.6,16,447.2,666.9,1,0;1
227.8,16,446.9,667.0,1,0;1
228.0,16,446.3,667.0,1,0;1
228.2,16,446.0,667.0,1,0;1
228.4,16,445.5,667.0,1,0;1
228.6,16,445.5,667.0,1,0;1
228.8,16,445.5,667.0,1,0;1
229.0,16,445.5,667.0,1,0;1
229.2,16,445.5,667.0,1,0;1
229.4,16,445.5,667.0,1,0;1
229.6,16,445.5,667.0,1,0;1
229.8,16,445.5,667.0,1,0;1
230.0,16,445.5,667.0,1,0;1
230.2,16,448.8,666.9,1,0;1
230.4,16,456.1,666.5,1,0;1
230.6,16,458.6,666.4,1,0;1
230.8,16,460.6,666.3,1,0;1
231.0,16,465.9,666.0,1,0;1
231.2,16,470.2,665.8,1,0;1
231.4,16,470.8,665.7,1,0;1
231.6,16,471.2,665.7,1,0;1
231.8,16,471.2,665.7,1,0;1
232.0,16,471.2,665.7,1,0;1
232.2,16,471.4,665.7,1,0;1
232.4,16,471.7,665.7,1,0;1
232.6,16,472.3,665.7,1,0;1
232.8,16,472.5,665.6,1,0;1
233.0,16,472.7,665.6,1,0;1
233.2,16,473.0,665.6,1,0;1
233.4,16,471.0,665.7,1,0;1
233.6,16,467.6,665.9,1,0;1
233.8,16,458.4,666.4,1,0;1
234.0,16,448.6,666.9,1,0;1
234.2,16,443.7,667.1,1,0;1
234.4,16,437.4,667.5,1,0;1
234.6,16,436.9,667.5,1,0;1
234.8,16,436.9,667.5,1,0;1
235.0,16,436.9,667.5,1,0;1
235.2,16,434.2,667.6,1,0;1
235.4,16,434.0,667.6,1,0;1
235.6,16,434.0,667.6,1,0;1
235.8,16,434.0,667.6,1,0;1
236.0,16,434.0,667.6,1,0;1
236.2,16,434.0,667.6,1,0;1
236.4,16,434.0,667.6,1,0;1
236.6,16,434.0,667.6,1,0;1
236.8,16,434.0,667.6,1,0;1
237.0,16,434.0,667.6,1,0;1
237.2,16,434.0,667.6,1,0;1
237.4,16,434.0,667.6,1,0;1
237.6,16,434.0,667.6,1,0;1
237.8,16,434.0,667.6,1,0;1
238.0,16,434.0,667.6,1,0;1
238.2,16,434.0,667.6,1,0;1
238.4,16,434.2,667.6,1,0;1
238.6,16,434.2,667.6,1,0;1
238.8,16,434.2,667.6,1,0;1
239.0,16,434.2,667.6,1,0;1
239.2,16,434.3,667.6,1,0;1
239.4,16,436.3,667.5,1,0;1
239.6,16,436.3,667.5,1,0;1
239.8,16,436.3,667.5,1,0;1
240.0,16,434.4,667.6,1,0;1
240.2,16,426.7,668.0,1,0;1
240.4,16,422.5,668.2,1,0;1
240.6,16,420.9,668.3,1,0;1
240.8,16,416.9,668.5,1,0;1
241.0,16,416.9,668.5,1,0;1
241.2,16,416.9,668.5,1,0;1
241.4,16,416.9,668.5,1,0;1
241.6,16,416.9,668.5,1,0;1
241.8,16,416.9,668.5,1,0;1
242.0,16,416.9,668.5,1,0;1
242.2,16,413.6,668.7,1,0;1
242.4,16,409.4,668.9,1,0;1
242.6,16,404.4,669.1,1,0;1
242.8,16,394.6,669.7,1,0;1
243.0,16,386.4,670.1,1,0;1
243.2,16,375.5,670.6,1,0;1
243.4,16,373.9,670.7,1,0;1
243.6,16,372.3,670.8,1,0;1
243.8,16,372.3,670.8,1,0;1
244.0,16,372.3,670.8,1,0;1
244.2,16,370.4,670.9,1,0;1
244.4,16,365.8,671.1,1,0;1
244.6,16,352.0,671.8,1,0;1
244.8,16,346.1,672.1,1,0;1
245.0,16,334.6,672.7,1,0;1
245.2,16,323.2,673.3,1,0;1
245.4,16,320.9,673.4,1,0;1
245.6,16,320.9,673.4,1,0;1
245.8,16,321.9,673.4,1,0;1
246.0,16,327.0,673.1,1,0;1
246.2,16,341.5,672.4,1,0;1
246.4,16,349.0,672.0,1,0;1
246.6,16,350.0,671.9,1,0;1
246.8,16,350.0,671.9,1,0;1
247.0,16,350.1,671.9,1,0;1
247.2,16,350.2,671.9,1,0;1
247.4,16,350.2,671.9,1,0;1
247.6,16,350.2,671.9,1,0;1
247.8,16,345.4,672.2,1,0;1
248.0,16,343.9,672.3,1,0;1
248.2,16,339.8,672.5,1,0;1
248.4,16,336.7,672.6,1,0;1
248.6,16,335.6,672.7,1,0;1
248.8,16,335.4,672.7,1,0;1
249.0,16,335.4,672.7,1,0;1
249.2,16,340.2,672.5,1,0;1
249.4,16,354.4,671.7,1,0;1
249.6,16,368.6,671.0,1,0;1
249.8,16,377.9,670.5,1,0;1
250.0,16,382.4,670.3,1,0;1
250.2,16,383.4,670.2,1,0;1
250.4,16,387.8,670.0,1,0;1
250.6,16,398.4,669.5,1,0;1
250.8,16,406.8,669.0,1,0;1
251.0,16,407.7,669.0,1,0;1
251.2,16,408.4,668.9,1,0;1
251.4,16,408.5,668.9,1,0;1
251.6,16,406.7,669.0,1,0;1
251.8,16,403.2,669.2,1,0;1
252.0,16,399.5,669.4,1,0;1
252.2,16,397.0,669.5,1,0;1
252.4,16,395.6,669.6,1,0;1
252.6,16,395.6,669.6,1,0;1
252.8,16,395.5,669.6,1,0;1
253.0,16,395.5,669.6,1,0;1
253.2,16,395.5,669.6,1,0;1
253.4,16,395.1,669.6,1,0;1
253.6,16,393.4,669.7,1,0;1
253.8,16,392.0,669.8,1,0;1
254.0,16,391.7,669.8,1,0;1
254.2,16,391.7,669.8,1,0;1
254.4,16,391.7,669.8,1,0;1
254.6,16,391.7,669.8,1,0;1
254.8,16,391.7,669.8,1,0;1
255.0,16,391.7,669.8,1,0;1
255.2,16,391.7,669.8,1,0;1
255.4,16,391.7,669.8,1,0;1
255.6,16,391.7,669.8,1,0;1
255.8,16,391.7,669.8,1,0;1
256.0,16,391.7,669.8,1,0;1
256.2,16,391.7,669.8,1,0;1
256.4,16,391.7,669.8,1,0;1
256.6,16,391.7,669.8,1,0;1
256.8,16,391.7,669.8,1,0;1
257.0,16,391.0,669.8,1,0;1
257.2,16,390.9,669.8,1,0;1
257.4,16,390.9,669.8,1,0;1
257.6,16,390.9,669.8,1,0;1
257.8,16,390.9,669.8,1,0;1
258.0,16,390.9,669.8,1,0;1
258.2,16,390.9,669.8,1,0;1
258.4,16,390.9,669.8,1,0;1
258.6,16,390.9,669.8,1,0;1
258.8,16,390.9,669.8,1,0;1
259.0,16,390.9,669.8,1,0;1
259.2,16,390.9,669.8,1,0;1
259.4,16,391.6,669.8,1,0;1
259.6,16,392.3,669.8,1,0;1
259.8,16,392.8,669.7,1,0;1
260.0,16,393.2,669.7,1,0;1
260.2,16,393.5,669.7,1,0;1
260.4,16,393.8,669.7,1,0;1
260.6,16,393.9,669.7,1,0;1
260.8,16,393.9,669.7,1,0;1
261.0,16,393.9,669.7,1,0;1
261.2,16,393.9,669.7,1,0;1
261.4,16,393.9,669.7,1,0;1
261.6,16,393.9,669.7,1,0;1
261.8,16,390.7,669.9,1,0;1
262.0,16,389.9,669.9,1,0;1
262.2,16,390.5,669.9,1,0;1
262.4,16,393.6,669.7,1,0;1
262.6,16,393.6,669.7,1,0;1
262.8,16,392.6,669.8,1,0;1
263.0,16,392.6,669.8,1,0;1
263.2,16,392.6,669.8,1,0;1
263.4,16,392.6,669.8,1,0;1
263.6,16,392.6,669.8,1,0;1
263.8,16,392.6,669.8,1,0;1
264.0,16,392.6,669.8,1,0;1
264.2,16,392.6,669.8,1,0;1
264.4,16,392.8,669.7,1,0;1
264.6,16,394.5,669.7,1,0;1
264.8,16,395.0,669.6,1,0;1
265.0,16,395.0,669.6,1,0;1
265.2,16,395.0,669.6,1,0;1
265.4,16,391.2,669.8,1,0;1
265.6,16,389.3,669.9,1,0;1
265.8,16,386.8,670.1,1,0;1
266.0,16,385.2,670.1,1,0;1
266.2,16,384.1,670.2,1,0;1
266.4,16,384.0,670.2,1,0;1
266.6,16,384.0,670.2,1,0;1
266.8,16,384.0,670.2,1,0;1
267.0,16,384.1,670.2,1,0;1
267.2,16,384.4,670.2,1,0;1
267.4,16,384.7,670.2,1,0;1
267.6,16,384.7,670.2,1,0;1
267.8,16,373.0,670.8,1,0;1
268.0,16,362.6,671.3,1,0;1
268.2,16,351.9,671.8,1,0;1
268.4,16,337.0,672.6,1,0;1
268.6,16,321.6,673.4,1,0;1
268.8,16,297.1,674.7,1,0;1
269.0,16,277.3,675.7,1,0;1
269.2,16,251.6,677.0,1,0;1
269.4,16,230.1,678.1,1,0;1
269.6,16,222.7,678.5,1,0;1
109.0,17,544.8,622.5,1,0
109.2,17,544.8,622.5,1,0
109.4,17,544.8,622.5,1,0
109.6,17,544.8,622.5,1,0
109.8,17,544.8,622.5,1,0
110.0,17,544.8,622.5,1,0
110.2,17,544.8,622.5,1,0
110.4,17,544.8,622.5,1,0
110.6,17,544.8,622.5,1,0
110.8,17,544.8,622.5,1,0
111.0,17,544.8,622.5,1,0
111.2,17,544.8,622.5,1,0
118.6,18,391.4,623.4,1,0;1
118.8,18,391.4,623.4,1,0;1
119.0,18,391.4,623.4,1,0;1
119.2,18,397.1,623.0,1,0;1
119.4,18,398.3,622.5,1,0;1
119.6,18,396.3,619.9,1,0;1
119.8,18,393.7,615.8,1,0;1
120.0,18,392.9,613.5,1,0;1
120.2,18,392.5,610.8,1,0;1
120.4,18,392.4,608.2,1,0;1
120.6,18,392.5,606.1,1,0;1
120.8,18,392.6,605.1,1,0;1
121.0,18,392.7,604.8,1,0;1
121.2,18,392.8,604.7,1,0;1
121.4,18,392.8,604.7,1,0;1
121.6,18,392.8,604.7,1,0;1
121.8,18,392.8,604.7,1,0;1
122.0,18,392.8,604.7,1,0;1
122.2,18,392.8,604.7,1,0;1
122.4,18,392.8,604.7,1,0;1
122.6,18,392.8,604.7,1,0;1
122.8,18,392.8,604.7,1,0;1
123.0,18,392.8,604.7,1,0;1
123.2,18,392.8,604.7,1,0;1
123.4,18,392.8,604.7,1,0;1
123.6,18,393.0,604.6,1,0;1
123.8,18,393.0,604.5,1,0;1
124.0,18,393.0,604.5,1,0;1
124.2,18,393.0,604.5,1,0;1
124.4,18,393.0,604.5,1,0;1
124.6,18,393.1,604.4,1,0;1
124.8,18,393.4,604.0,1,0;1
125.0,18,393.6,603.8,1,0;1
125.2,18,393.7,603.6,1,0;1
125.4,18,393.8,603.5,1,0;1
125.6,18,393.8,603.4,1,0;1
125.8,18,393.8,603.4,1,0;1
126.0,18,393.8,603.4,1,0;1
126.2,18,393.8,603.4,1,0;1
126.4,18,393.8,603.4,1,0;1
126.6,18,393.8,603.4,1,0;1
126.8,18,393.8,603.4,1,0;1
127.0,18,393.8,603.4,1,0;1
127.2,18,393.8,603.4,1,0;1
127.4,18,393.8,603.4,1,0;1
127.6,18,393.8,603.4,1,0;1
127.8,18,393.8,603.4,1,0;1
128.0,18,393.8,603.4,1,0;1
128.2,18,393.8,603.4,1,0;1
128.4,18,393.8,603.6,1,0;1
128.6,18,393.9,604.0,1,0;1
128.8,18,394.0,604.5,1,0;1
129.0,18,394.0,604.6,1,0;1
129.2,18,394.0,604.7,1,0;1
129.4,18,394.0,604.7,1,0;1
129.6,18,394.0,604.8,1,0;1
129.8,18,394.0,604.8,1,0;1
130.0,18,394.0,604.8,1,0;1
130.2,18,394.0,604.9,1,0;1
130.4,18,394.0,605.2,1,0;1
130.6,18,394.0,605.2,1,0;1
130.8,18,394.0,605.3,1,0;1
131.0,18,394.0,605.4,1,0;1
131.2,18,394.0,605.5,1,0;1
131.4,18,394.0,605.6,1,0;1
131.6,18,394.0,605.6,1,0;1
131.8,18,394.0,605.6,1,0;1
132.0,18,394.0,605.6,1,0;1
132.2,18,394.0,605.6,1,0;1
132.4,18,394.6,605.9,1,0;1
132.6,18,396.6,607.1,1,0;1
132.8,18,397.2,607.5,1,0;1
133.0,18,398.3,607.9,1,0;1
133.2,18,400.3,608.9,1,0;1
133.4,18,400.5,609.0,1,0;1
133.6,18,400.7,609.1,1,0;1
133.8,18,401.0,609.2,1,0;1
134.0,18,401.5,609.6,1,0;1
134.2,18,401.5,609.6,1,0;1
134.4,18,401.5,609.6,1,0;1
134.6,18,401.5,609.6,1,0;1
134.8,18,401.5,609.6,1,0;1
135.0,18,401.5,609.6,1,0;1
135.2,18,402.5,610.2,1,0;1
